accuracy,frequency,configuration,frequency_start,frequency_end
0.5714285714285714,4.5,1Hz width 11 channels,4,5
0.5844155844155844,4.5,1Hz width 11 channels,4,5
0.4805194805194805,4.5,1Hz width 11 channels,4,5
0.4805194805194805,4.5,1Hz width 11 channels,4,5
0.44155844155844154,4.5,1Hz width 11 channels,4,5
0.6493506493506493,4.5,1Hz width 11 channels,4,5
0.4025974025974026,4.5,1Hz width 11 channels,4,5
0.4675324675324675,4.5,1Hz width 11 channels,4,5
0.5194805194805194,4.5,1Hz width 11 channels,4,5
0.45454545454545453,4.5,1Hz width 11 channels,4,5
0.5194805194805194,5.5,1Hz width 11 channels,5,6
0.5194805194805194,5.5,1Hz width 11 channels,5,6
0.45454545454545453,5.5,1Hz width 11 channels,5,6
0.6233766233766234,5.5,1Hz width 11 channels,5,6
0.4155844155844156,5.5,1Hz width 11 channels,5,6
0.5584415584415584,5.5,1Hz width 11 channels,5,6
0.44155844155844154,5.5,1Hz width 11 channels,5,6
0.4805194805194805,5.5,1Hz width 11 channels,5,6
0.5194805194805194,5.5,1Hz width 11 channels,5,6
0.45454545454545453,5.5,1Hz width 11 channels,5,6
0.4155844155844156,6.5,1Hz width 11 channels,6,7
0.5844155844155844,6.5,1Hz width 11 channels,6,7
0.4805194805194805,6.5,1Hz width 11 channels,6,7
0.5454545454545454,6.5,1Hz width 11 channels,6,7
0.4935064935064935,6.5,1Hz width 11 channels,6,7
0.4935064935064935,6.5,1Hz width 11 channels,6,7
0.4935064935064935,6.5,1Hz width 11 channels,6,7
0.5064935064935064,6.5,1Hz width 11 channels,6,7
0.5194805194805194,6.5,1Hz width 11 channels,6,7
0.5064935064935064,6.5,1Hz width 11 channels,6,7
0.4675324675324675,7.5,1Hz width 11 channels,7,8
0.4675324675324675,7.5,1Hz width 11 channels,7,8
0.5194805194805194,7.5,1Hz width 11 channels,7,8
0.35064935064935066,7.5,1Hz width 11 channels,7,8
0.5714285714285714,7.5,1Hz width 11 channels,7,8
0.4805194805194805,7.5,1Hz width 11 channels,7,8
0.5454545454545454,7.5,1Hz width 11 channels,7,8
0.4935064935064935,7.5,1Hz width 11 channels,7,8
0.4155844155844156,7.5,1Hz width 11 channels,7,8
0.5324675324675324,7.5,1Hz width 11 channels,7,8
0.45454545454545453,8.5,1Hz width 11 channels,8,9
0.5454545454545454,8.5,1Hz width 11 channels,8,9
0.5324675324675324,8.5,1Hz width 11 channels,8,9
0.5194805194805194,8.5,1Hz width 11 channels,8,9
0.5454545454545454,8.5,1Hz width 11 channels,8,9
0.5194805194805194,8.5,1Hz width 11 channels,8,9
0.5844155844155844,8.5,1Hz width 11 channels,8,9
0.5324675324675324,8.5,1Hz width 11 channels,8,9
0.5844155844155844,8.5,1Hz width 11 channels,8,9
0.5584415584415584,8.5,1Hz width 11 channels,8,9
0.4675324675324675,9.5,1Hz width 11 channels,9,10
0.5194805194805194,9.5,1Hz width 11 channels,9,10
0.5454545454545454,9.5,1Hz width 11 channels,9,10
0.5194805194805194,9.5,1Hz width 11 channels,9,10
0.5064935064935064,9.5,1Hz width 11 channels,9,10
0.5714285714285714,9.5,1Hz width 11 channels,9,10
0.44155844155844154,9.5,1Hz width 11 channels,9,10
0.4805194805194805,9.5,1Hz width 11 channels,9,10
0.5974025974025974,9.5,1Hz width 11 channels,9,10
0.5324675324675324,9.5,1Hz width 11 channels,9,10
0.5194805194805194,10.5,1Hz width 11 channels,10,11
0.5844155844155844,10.5,1Hz width 11 channels,10,11
0.5454545454545454,10.5,1Hz width 11 channels,10,11
0.5454545454545454,10.5,1Hz width 11 channels,10,11
0.4675324675324675,10.5,1Hz width 11 channels,10,11
0.5584415584415584,10.5,1Hz width 11 channels,10,11
0.5324675324675324,10.5,1Hz width 11 channels,10,11
0.4675324675324675,10.5,1Hz width 11 channels,10,11
0.5974025974025974,10.5,1Hz width 11 channels,10,11
0.42857142857142855,10.5,1Hz width 11 channels,10,11
0.4675324675324675,11.5,1Hz width 11 channels,11,12
0.4155844155844156,11.5,1Hz width 11 channels,11,12
0.44155844155844154,11.5,1Hz width 11 channels,11,12
0.4155844155844156,11.5,1Hz width 11 channels,11,12
0.4025974025974026,11.5,1Hz width 11 channels,11,12
0.44155844155844154,11.5,1Hz width 11 channels,11,12
0.4805194805194805,11.5,1Hz width 11 channels,11,12
0.4935064935064935,11.5,1Hz width 11 channels,11,12
0.5064935064935064,11.5,1Hz width 11 channels,11,12
0.4805194805194805,11.5,1Hz width 11 channels,11,12
0.5844155844155844,12.5,1Hz width 11 channels,12,13
0.4675324675324675,12.5,1Hz width 11 channels,12,13
0.4805194805194805,12.5,1Hz width 11 channels,12,13
0.5194805194805194,12.5,1Hz width 11 channels,12,13
0.5194805194805194,12.5,1Hz width 11 channels,12,13
0.5584415584415584,12.5,1Hz width 11 channels,12,13
0.5584415584415584,12.5,1Hz width 11 channels,12,13
0.5194805194805194,12.5,1Hz width 11 channels,12,13
0.5844155844155844,12.5,1Hz width 11 channels,12,13
0.5324675324675324,12.5,1Hz width 11 channels,12,13
0.4805194805194805,13.5,1Hz width 11 channels,13,14
0.4935064935064935,13.5,1Hz width 11 channels,13,14
0.5584415584415584,13.5,1Hz width 11 channels,13,14
0.37662337662337664,13.5,1Hz width 11 channels,13,14
0.42857142857142855,13.5,1Hz width 11 channels,13,14
0.4675324675324675,13.5,1Hz width 11 channels,13,14
0.5714285714285714,13.5,1Hz width 11 channels,13,14
0.44155844155844154,13.5,1Hz width 11 channels,13,14
0.5324675324675324,13.5,1Hz width 11 channels,13,14
0.42857142857142855,13.5,1Hz width 11 channels,13,14
0.5194805194805194,14.5,1Hz width 11 channels,14,15
0.5974025974025974,14.5,1Hz width 11 channels,14,15
0.5324675324675324,14.5,1Hz width 11 channels,14,15
0.42857142857142855,14.5,1Hz width 11 channels,14,15
0.5064935064935064,14.5,1Hz width 11 channels,14,15
0.42857142857142855,14.5,1Hz width 11 channels,14,15
0.5194805194805194,14.5,1Hz width 11 channels,14,15
0.42857142857142855,14.5,1Hz width 11 channels,14,15
0.5714285714285714,14.5,1Hz width 11 channels,14,15
0.5064935064935064,14.5,1Hz width 11 channels,14,15
0.5844155844155844,15.5,1Hz width 11 channels,15,16
0.5064935064935064,15.5,1Hz width 11 channels,15,16
0.5064935064935064,15.5,1Hz width 11 channels,15,16
0.5194805194805194,15.5,1Hz width 11 channels,15,16
0.5194805194805194,15.5,1Hz width 11 channels,15,16
0.5974025974025974,15.5,1Hz width 11 channels,15,16
0.45454545454545453,15.5,1Hz width 11 channels,15,16
0.5844155844155844,15.5,1Hz width 11 channels,15,16
0.4805194805194805,15.5,1Hz width 11 channels,15,16
0.4155844155844156,15.5,1Hz width 11 channels,15,16
0.4935064935064935,5.5,3Hz width 11 channels,4,7
0.45454545454545453,5.5,3Hz width 11 channels,4,7
0.4675324675324675,5.5,3Hz width 11 channels,4,7
0.5454545454545454,5.5,3Hz width 11 channels,4,7
0.4155844155844156,5.5,3Hz width 11 channels,4,7
0.45454545454545453,5.5,3Hz width 11 channels,4,7
0.36363636363636365,5.5,3Hz width 11 channels,4,7
0.36363636363636365,5.5,3Hz width 11 channels,4,7
0.45454545454545453,5.5,3Hz width 11 channels,4,7
0.36363636363636365,5.5,3Hz width 11 channels,4,7
0.4025974025974026,7.5,3Hz width 11 channels,6,9
0.4675324675324675,7.5,3Hz width 11 channels,6,9
0.4805194805194805,7.5,3Hz width 11 channels,6,9
0.4935064935064935,7.5,3Hz width 11 channels,6,9
0.5194805194805194,7.5,3Hz width 11 channels,6,9
0.5844155844155844,7.5,3Hz width 11 channels,6,9
0.45454545454545453,7.5,3Hz width 11 channels,6,9
0.5324675324675324,7.5,3Hz width 11 channels,6,9
0.5194805194805194,7.5,3Hz width 11 channels,6,9
0.5584415584415584,7.5,3Hz width 11 channels,6,9
0.5194805194805194,9.5,3Hz width 11 channels,8,11
0.5064935064935064,9.5,3Hz width 11 channels,8,11
0.44155844155844154,9.5,3Hz width 11 channels,8,11
0.44155844155844154,9.5,3Hz width 11 channels,8,11
0.5844155844155844,9.5,3Hz width 11 channels,8,11
0.4675324675324675,9.5,3Hz width 11 channels,8,11
0.5974025974025974,9.5,3Hz width 11 channels,8,11
0.44155844155844154,9.5,3Hz width 11 channels,8,11
0.4935064935064935,9.5,3Hz width 11 channels,8,11
0.5194805194805194,9.5,3Hz width 11 channels,8,11
0.5324675324675324,11.5,3Hz width 11 channels,10,13
0.5324675324675324,11.5,3Hz width 11 channels,10,13
0.4935064935064935,11.5,3Hz width 11 channels,10,13
0.5324675324675324,11.5,3Hz width 11 channels,10,13
0.5714285714285714,11.5,3Hz width 11 channels,10,13
0.4935064935064935,11.5,3Hz width 11 channels,10,13
0.5194805194805194,11.5,3Hz width 11 channels,10,13
0.38961038961038963,11.5,3Hz width 11 channels,10,13
0.4805194805194805,11.5,3Hz width 11 channels,10,13
0.5324675324675324,11.5,3Hz width 11 channels,10,13
0.6363636363636364,13.5,3Hz width 11 channels,12,15
0.4805194805194805,13.5,3Hz width 11 channels,12,15
0.5324675324675324,13.5,3Hz width 11 channels,12,15
0.44155844155844154,13.5,3Hz width 11 channels,12,15
0.5194805194805194,13.5,3Hz width 11 channels,12,15
0.5064935064935064,13.5,3Hz width 11 channels,12,15
0.5324675324675324,13.5,3Hz width 11 channels,12,15
0.5194805194805194,13.5,3Hz width 11 channels,12,15
0.5324675324675324,13.5,3Hz width 11 channels,12,15
0.5584415584415584,13.5,3Hz width 11 channels,12,15
0.5844155844155844,15.5,3Hz width 11 channels,14,17
0.5974025974025974,15.5,3Hz width 11 channels,14,17
0.4935064935064935,15.5,3Hz width 11 channels,14,17
0.5454545454545454,15.5,3Hz width 11 channels,14,17
0.5064935064935064,15.5,3Hz width 11 channels,14,17
0.4935064935064935,15.5,3Hz width 11 channels,14,17
0.5454545454545454,15.5,3Hz width 11 channels,14,17
0.42857142857142855,15.5,3Hz width 11 channels,14,17
0.5324675324675324,15.5,3Hz width 11 channels,14,17
0.4805194805194805,15.5,3Hz width 11 channels,14,17
0.45454545454545453,7.0,6Hz width 11 channels,4,10
0.5064935064935064,7.0,6Hz width 11 channels,4,10
0.4935064935064935,7.0,6Hz width 11 channels,4,10
0.5324675324675324,7.0,6Hz width 11 channels,4,10
0.42857142857142855,7.0,6Hz width 11 channels,4,10
0.5714285714285714,7.0,6Hz width 11 channels,4,10
0.5454545454545454,7.0,6Hz width 11 channels,4,10
0.5194805194805194,7.0,6Hz width 11 channels,4,10
0.5324675324675324,7.0,6Hz width 11 channels,4,10
0.5064935064935064,7.0,6Hz width 11 channels,4,10
0.4675324675324675,11.0,6Hz width 11 channels,8,14
0.45454545454545453,11.0,6Hz width 11 channels,8,14
0.4805194805194805,11.0,6Hz width 11 channels,8,14
0.4675324675324675,11.0,6Hz width 11 channels,8,14
0.4675324675324675,11.0,6Hz width 11 channels,8,14
0.42857142857142855,11.0,6Hz width 11 channels,8,14
0.4935064935064935,11.0,6Hz width 11 channels,8,14
0.5064935064935064,11.0,6Hz width 11 channels,8,14
0.5064935064935064,11.0,6Hz width 11 channels,8,14
0.4675324675324675,11.0,6Hz width 11 channels,8,14
0.6103896103896104,15.0,6Hz width 11 channels,12,18
0.5714285714285714,15.0,6Hz width 11 channels,12,18
0.6363636363636364,15.0,6Hz width 11 channels,12,18
0.4935064935064935,15.0,6Hz width 11 channels,12,18
0.5844155844155844,15.0,6Hz width 11 channels,12,18
